image,brand,confidence_brands,body_style,confidence_body_styles
CQAJQ9DC6CH9.jpg,CITROEN,0.1986083984375,sports_car,0.66796875
VX887QB69RM4.jpg,CITROEN,0.25537109375,sports_car,0.5322265625
JJ6ZQEXQGQ5Z.jpg,SKODA,0.129150390625,sports_car,0.380859375
PJW4OBZ6E72B.jpg,CITROEN,0.2218017578125,hatchback,0.318359375
VXZGBRNVKDBF.jpg,CITROEN,0.1549072265625,sports_car,0.548828125
6XNNVY57NIP5.jpg,PEUGEOT,0.1805419921875,sports_car,0.71337890625
AU9A7KUWS0FZ.jpg,FIAT,0.459716796875,sports_car,0.6103515625
OGAHLBCGA5GN.jpg,RENAULT,0.181884765625,sports_car,0.4599609375
K8CD726P2PAJ.jpg,CITROEN,0.125,sports_car,0.403076171875
T86MU0PGDOSP.jpg,CITROEN,0.16259765625,sports_car,0.453857421875
VIFOQAZXOCNJ.jpg,CITROEN,0.18408203125,sports_car,0.408203125
QWGTOKBFWHXI.jpg,CITROEN,0.09515380859375,sports_car,0.71630859375
4CPWC08SN8JL.jpg,KIA,0.154296875,suv,0.3828125
5I1U21SURXAA.jpg,NISSAN,0.5498046875,family_car,0.474365234375
6VY4OJ29AHNT.jpg,PEUGEOT,0.357666015625,family_car,0.89697265625
6MZDRUT57JPE.jpg,FORD,0.131591796875,sports_car,0.419189453125
QWB03EGU3YQZ.jpg,CITROEN,0.31591796875,family_car,0.467529296875
ZZL6KPSL4ROP.jpg,HYUNDAI,0.350341796875,sports_car,0.5458984375
8JTRRNLHJVP4.jpg,FORD,0.888671875,hatchback,0.42431640625
0369K46G66GQ.jpg,FIAT,0.420654296875,family_car,0.76806640625
9ZT8YJVOWLK0.jpg,PEUGEOT,0.1505126953125,sports_car,0.66015625
KFQ21E0YA7Y8.jpg,CITROEN,0.1300048828125,family_car,0.4658203125
EQDXMGD5EUHL.jpg,PEUGEOT,0.050201416015625,sports_car,0.42724609375
GATK3EHHHAK1.jpg,CITROEN,0.1982421875,suv,0.391357421875
GNET4DPEDQI9.jpg,FORD,0.10675048828125,suv,0.36181640625
9A52EIDBX9YL.jpg,HONDA,0.638671875,family_car,0.72998046875
U0PHXMIBE9LO.jpg,PEUGEOT,0.1590576171875,sports_car,0.607421875
FDKY5MICWJAP.jpg,PEUGEOT,0.418701171875,sports_car,0.77685546875
IFJOH8YY74VT.jpg,RENAULT,0.1318359375,sedan,0.31787109375
2OWXJEZJAQ72.jpg,PEUGEOT,0.1375732421875,sports_car,0.46435546875
2M2P9STA49L4.jpg,PEUGEOT,0.1768798828125,family_car,0.53515625
R8P0TETR2G97.jpg,FORD,0.98388671875,sports_car,0.45361328125
19UJWGXVU5IA.jpg,RENAULT,0.0758056640625,sports_car,0.4853515625
HJGXTYC1NRNE.jpg,RENAULT,0.150146484375,sports_car,0.496337890625
YJSNQZU0WA6V.jpg,CITROEN,0.356689453125,sports_car,0.48876953125
S8Y49PB4RU55.jpg,PEUGEOT,0.176025390625,sports_car,0.450927734375
WPTYL8H4S3D9.jpg,PEUGEOT,0.30126953125,family_car,0.75439453125
555YICQEQIAG.jpg,CITROEN,0.12017822265625,sports_car,0.5166015625
QEA4O3WXUPPS.jpg,CITROEN,0.10693359375,family_car,0.66064453125
90T7ETT7BWQJ.jpg,CITROEN,0.10748291015625,sports_car,0.482177734375
SWEYU30TU96J.jpg,NISSAN,0.90087890625,sports_car,0.47265625
DSSPGXJXN1DT.jpg,PEUGEOT,0.30126953125,sports_car,0.483642578125
ASWORB76LA9O.jpg,PEUGEOT,0.1876220703125,sports_car,0.6494140625
VFKO82NZRT2V.jpg,CITROEN,0.101318359375,sports_car,0.634765625
C9W9V7YQT2N6.jpg,CITROEN,0.089599609375,sports_car,0.6015625
XIHOVKIIR7S3.jpg,CITROEN,0.11920166015625,sports_car,0.45068359375
2D0CJZQ783FJ.jpg,CITROEN,0.326171875,sports_car,0.474853515625
ECI6A3W3BYPA.jpg,CITROEN,0.215087890625,suv,0.387939453125
JMSW6DU0VEKQ.jpg,VOLVO,0.1702880859375,family_car,0.6533203125
FK0H738ZF8N2.jpg,LEXUS,0.79248046875,sports_car,0.80712890625
241X0ZW24N23.jpg,PEUGEOT,0.2349853515625,family_car,0.5244140625
9DRBU956YRNU.jpg,RENAULT,0.242919921875,sports_car,0.51806640625
OJEFD3AA55D5.jpg,CITROEN,0.260498046875,family_car,0.697265625
YJ279HAX4YQI.jpg,CITROEN,0.146240234375,sports_car,0.441162109375
